Word,Frequency,IDF,Score
lattice,16,1.981,0.41156
mind,13,2.386,0.40284
execution,13,2.386,0.40284
asking,13,2.386,0.40284
formats,13,2.386,0.40284
menu,13,2.386,0.40284
textual,13,2.386,0.40284
explanations,13,2.386,0.40284
manipulation,13,2.386,0.40284
simplified,13,2.386,0.40284
impossible,13,2.386,0.40284
rays,13,2.386,0.40284
liquid,13,2.386,0.40284
evolutionary,13,2.386,0.40284
drugs,13,2.386,0.40284
purposes,24,1.288,0.40131
matter,24,1.288,0.40131
speed,24,1.288,0.40131
trained,24,1.288,0.40131
efforts,24,1.288,0.40131
decreasing,24,1.288,0.40131
apply,21,1.47,0.40087
planning,21,1.47,0.40087
representations,21,1.47,0.40087
front,10,3.079,0.39989
discovering,10,3.079,0.39989
developers,10,3.079,0.39989
advancing,10,3.079,0.39989
communicate,10,3.079,0.39989
client,10,3.079,0.39989
marker,10,3.079,0.39989
letter,10,3.079,0.39989
verbs,10,3.079,0.39989
icd,10,3.079,0.39989
employers,10,3.079,0.39989
resurs,10,3.079,0.39989
astrophysical,10,3.079,0.39989
mergers,10,3.079,0.39989
legend,10,3.079,0.39989
notations,10,3.079,0.39989
crystal,10,3.079,0.39989
weaskgpt,10,3.079,0.39989
methyl,10,3.079,0.39989
brainbarrier,10,3.079,0.39989
pdb,10,3.079,0.39989
xgaxo,10,3.079,0.39989
mev,10,3.079,0.39989
polypropylene,10,3.079,0.39989
preferential,10,3.079,0.39989
systematic,27,1.134,0.39743
gives,27,1.134,0.39743
direct,27,1.134,0.39743
networks,27,1.134,0.39743
errors,27,1.134,0.39743
resolution,27,1.134,0.39743
controlled,18,1.693,0.39576
validate,18,1.693,0.39576
running,18,1.693,0.39576
links,18,1.693,0.39576
extracted,18,1.693,0.39576
standards,18,1.693,0.39576
goals,18,1.693,0.39576
generates,18,1.693,0.39576
financial,18,1.693,0.39576
hand,30,1.0,0.38957
identify,30,1.0,0.38957
component,30,1.0,0.38957
axis,30,1.0,0.38957
connections,15,1.981,0.38584
huge,15,1.981,0.38584
displayed,15,1.981,0.38584
expressed,23,1.288,0.38459
instance,23,1.288,0.38459
established,26,1.134,0.38271
depends,26,1.134,0.38271
tions,26,1.134,0.38271
maximum,26,1.134,0.38271
papers,26,1.134,0.38271
coverage,20,1.47,0.38178
little,20,1.47,0.38178
feedback,20,1.47,0.38178
choose,20,1.47,0.38178
mentioned,20,1.47,0.38178
aspect,20,1.47,0.38178
opportunities,20,1.47,0.38178
ment,20,1.47,0.38178
independently,20,1.47,0.38178
layer,20,1.47,0.38178
pair,20,1.47,0.38178
phenomenon,20,1.47,0.38178
once,20,1.47,0.38178
advantages,20,1.47,0.38178
mode,20,1.47,0.38178
display,20,1.47,0.38178
panel,17,1.693,0.37377
mapping,17,1.693,0.37377
truth,17,1.693,0.37377
supply,17,1.693,0.37377
enabling,17,1.693,0.37377
substantial,17,1.693,0.37377
orthogonal,17,1.693,0.37377
read,17,1.693,0.37377
hardware,17,1.693,0.37377
packages,17,1.693,0.37377
successfully,17,1.693,0.37377
competitive,17,1.693,0.37377
sustainable,17,1.693,0.37377
great,17,1.693,0.37377
indicator,17,1.693,0.37377
cell,17,1.693,0.37377
preliminary,12,2.386,0.37185
generative,12,2.386,0.37185
audience,12,2.386,0.37185
dialogue,12,2.386,0.37185
tech,12,2.386,0.37185
scripts,12,2.386,0.37185
intention,12,2.386,0.37185
artifacts,12,2.386,0.37185
star,12,2.386,0.37185
scattering,12,2.386,0.37185
datasets,25,1.134,0.36799
remains,25,1.134,0.36799
promising,25,1.134,0.36799
unit,25,1.134,0.36799
spatial,25,1.134,0.36799
possibility,22,1.288,0.36787
scope,22,1.288,0.36787
chain,19,1.47,0.36269
exploration,19,1.47,0.36269
units,19,1.47,0.36269
procedures,19,1.47,0.36269
measuring,19,1.47,0.36269
starting,19,1.47,0.36269
arxivpreprintarxiv,14,1.981,0.36011
expanding,14,1.981,0.36011
interact,14,1.981,0.36011
exhibits,14,1.981,0.36011
grant,14,1.981,0.36011
locations,14,1.981,0.36011
pixels,14,1.981,0.36011
routes,14,1.981,0.36011
don,9,3.079,0.3599
satisfactory,9,3.079,0.3599
laboratory,9,3.079,0.3599
refinement,9,3.079,0.3599
isudp,9,3.079,0.3599
regularly,9,3.079,0.3599
constantly,9,3.079,0.3599
intelligent,9,3.079,0.3599
impressive,9,3.079,0.3599
optional,9,3.079,0.3599
organizations,9,3.079,0.3599
gram,9,3.079,0.3599
dictionaries,9,3.079,0.3599
verb,9,3.079,0.3599
books,9,3.079,0.3599
things,9,3.079,0.3599
characters,9,3.079,0.3599
vertex,9,3.079,0.3599
idf,9,3.079,0.3599
everything,9,3.079,0.3599
personnel,9,3.079,0.3599
colleagues,9,3.079,0.3599
priorities,9,3.079,0.3599
wants,9,3.079,0.3599
mesh,9,3.079,0.3599
institutes,9,3.079,0.3599
pictures,9,3.079,0.3599
backgrounds,9,3.079,0.3599
profits,9,3.079,0.3599
origins,9,3.079,0.3599
tercep,9,3.079,0.3599
biomolecules,9,3.079,0.3599
inaccurate,9,3.079,0.3599
fluorophenyl,9,3.079,0.3599
receptor,9,3.079,0.3599
kcal,9,3.079,0.3599
pipette,9,3.079,0.3599
diagrams,9,3.079,0.3599
wavefunction,9,3.079,0.3599
numpy,9,3.079,0.3599
lignin,9,3.079,0.3599
matplotlib,9,3.079,0.3599
consistent,24,1.134,0.35327
typically,24,1.134,0.35327
dependent,24,1.134,0.35327
leads,24,1.134,0.35327
optimal,24,1.134,0.35327
equal,24,1.134,0.35327
water,24,1.134,0.35327
extraction,16,1.693,0.35179
reached,16,1.693,0.35179
linked,16,1.693,0.35179
implementing,16,1.693,0.35179
methodological,16,1.693,0.35179
informa,16,1.693,0.35179
achieved,21,1.288,0.35115
criteria,21,1.288,0.35115
detail,21,1.288,0.35115
check,21,1.288,0.35115
complexity,21,1.288,0.35115
unique,21,1.288,0.35115
located,21,1.288,0.35115
linear,27,1.0,0.35061
takes,18,1.47,0.3436
presents,18,1.47,0.3436
effort,18,1.47,0.3436
age,18,1.47,0.3436
implement,18,1.47,0.3436
just,18,1.47,0.3436
flexible,18,1.47,0.3436
environments,18,1.47,0.3436
enhanced,18,1.47,0.3436
divided,18,1.47,0.3436
setting,18,1.47,0.3436
prompting,11,2.386,0.34086
team,11,2.386,0.34086
usefulness,11,2.386,0.34086
extracting,11,2.386,0.34086
workshops,11,2.386,0.34086
integral,11,2.386,0.34086
predefined,11,2.386,0.34086
computers,11,2.386,0.34086
command,11,2.386,0.34086
intentions,11,2.386,0.34086
tex,11,2.386,0.34086
ions,11,2.386,0.34086
contact,11,2.386,0.34086
anchor,11,2.386,0.34086
sensors,11,2.386,0.34086
acids,11,2.386,0.34086
monomer,11,2.386,0.34086
start,23,1.134,0.33855
products,23,1.134,0.33855
focused,23,1.134,0.33855
select,23,1.134,0.33855
shape,23,1.134,0.33855
probability,26,1.0,0.33763
introduce,20,1.288,0.33443
employed,20,1.288,0.33443
broad,20,1.288,0.33443
characteristic,20,1.288,0.33443
subsequent,20,1.288,0.33443
involved,20,1.288,0.33443
extensive,20,1.288,0.33443
regarding,20,1.288,0.33443
quite,20,1.288,0.33443
resistance,13,1.981,0.33439
filtering,13,1.981,0.33439
introducing,13,1.981,0.33439
diagnostics,13,1.981,0.33439
stored,13,1.981,0.33439
operators,13,1.981,0.33439
melting,13,1.981,0.33439
bodies,13,1.981,0.33439
validity,15,1.693,0.3298
category,15,1.693,0.3298
opposite,15,1.693,0.3298
flexibility,15,1.693,0.3298
objective,15,1.693,0.3298
attempts,15,1.693,0.3298
accurately,15,1.693,0.3298
surfaces,15,1.693,0.3298
motion,15,1.693,0.3298
members,15,1.693,0.3298
outliers,15,1.693,0.3298
listed,17,1.47,0.32451
later,17,1.47,0.32451
turn,17,1.47,0.32451
analyzed,17,1.47,0.32451
causes,17,1.47,0.32451
transition,17,1.47,0.32451
thermal,17,1.47,0.32451
carbon,17,1.47,0.32451
history,17,1.47,0.32451
evidence,22,1.134,0.32383
relatively,22,1.134,0.32383
trends,22,1.134,0.32383
containing,22,1.134,0.32383
compliance,8,3.079,0.31991
messages,8,3.079,0.31991
writers,8,3.079,0.31991
trust,8,3.079,0.31991
constituent,8,3.079,0.31991
contemporary,8,3.079,0.31991
contributors,8,3.079,0.31991
professor,8,3.079,0.31991
basics,8,3.079,0.31991
plain,8,3.079,0.31991
opment,8,3.079,0.31991
structuring,8,3.079,0.31991
container,8,3.079,0.31991
engineers,8,3.079,0.31991
alignment,8,3.079,0.31991
patient,8,3.079,0.31991
syntax,8,3.079,0.31991
flexions,8,3.079,0.31991
adjectives,8,3.079,0.31991
enter,8,3.079,0.31991
qualified,8,3.079,0.31991
telecommunications,8,3.079,0.31991
analyst,8,3.079,0.31991
curricula,8,3.079,0.31991
knows,8,3.079,0.31991
button,8,3.079,0.31991
completion,8,3.079,0.31991
finished,8,3.079,0.31991
looks,8,3.079,0.31991
cubic,8,3.079,0.31991
anisotropic,8,3.079,0.31991
ssrn,8,3.079,0.31991
kspjournals,8,3.079,0.31991
councils,8,3.079,0.31991
knn,8,3.079,0.31991
trifluoromethyl,8,3.079,0.31991
speciation,8,3.079,0.31991
thermocycler,8,3.079,0.31991
topol,8,3.079,0.31991
polybutadiene,8,3.079,0.31991
atactic,8,3.079,0.31991
xlabel,8,3.079,0.31991
ylabel,8,3.079,0.31991
differences,19,1.288,0.31771
identification,19,1.288,0.31771
length,19,1.288,0.31771
sometimes,19,1.288,0.31771
back,19,1.288,0.31771
makes,19,1.288,0.31771
needed,19,1.288,0.31771
follow,19,1.288,0.31771
fully,19,1.288,0.31771
reducing,19,1.288,0.31771
operation,19,1.288,0.31771
intensity,19,1.288,0.31771
estimate,19,1.288,0.31771
approximate,19,1.288,0.31771
expected,24,1.0,0.31166
density,24,1.0,0.31166
proposing,10,2.386,0.30988
discover,10,2.386,0.30988
subsection,10,2.386,0.30988
tailored,10,2.386,0.30988
knowl,10,2.386,0.30988
reward,10,2.386,0.30988
compatibility,10,2.386,0.30988
receiving,10,2.386,0.30988
initially,10,2.386,0.30988
foundations,10,2.386,0.30988
convenient,10,2.386,0.30988
segment,10,2.386,0.30988
prepare,10,2.386,0.30988
orbital,10,2.386,0.30988
programmes,10,2.386,0.30988
brain,10,2.386,0.30988
descriptors,10,2.386,0.30988
every,21,1.134,0.30911
sufficient,21,1.134,0.30911
feature,21,1.134,0.30911
procedure,21,1.134,0.30911
balanced,12,1.981,0.30867
reflect,12,1.981,0.30867
facts,12,1.981,0.30867
book,12,1.981,0.30867
recognize,12,1.981,0.30867
investigation,12,1.981,0.30867
incremental,12,1.981,0.30867
consisting,12,1.981,0.30867
diagnostic,12,1.981,0.30867
broader,12,1.981,0.30867
integrating,12,1.981,0.30867
placed,12,1.981,0.30867
rotation,12,1.981,0.30867
conducting,12,1.981,0.30867
home,12,1.981,0.30867
trajectories,12,1.981,0.30867
reproducibility,12,1.981,0.30867
kinetics,12,1.981,0.30867
ring,12,1.981,0.30867
record,14,1.693,0.30781
github,14,1.693,0.30781
maximize,14,1.693,0.30781
pdf,14,1.693,0.30781
artificial,14,1.693,0.30781
handling,14,1.693,0.30781
onto,14,1.693,0.30781
checks,14,1.693,0.30781
acquisition,14,1.693,0.30781
valid,14,1.693,0.30781
sites,14,1.693,0.30781
frameworks,14,1.693,0.30781
decisions,16,1.47,0.30542
illustrated,16,1.47,0.30542
art,16,1.47,0.30542
publication,16,1.47,0.30542
changing,16,1.47,0.30542
namely,16,1.47,0.30542
platform,16,1.47,0.30542
node,16,1.47,0.30542
projection,16,1.47,0.30542
classical,16,1.47,0.30542
affect,16,1.47,0.30542
benchmark,16,1.47,0.30542
boundary,16,1.47,0.30542
simply,18,1.288,0.30099
separate,18,1.288,0.30099
enables,18,1.288,0.30099
whose,18,1.288,0.30099
risk,18,1.288,0.30099
noted,18,1.288,0.30099
explore,18,1.288,0.30099
below,23,1.0,0.29867
population,20,1.134,0.29439
attention,20,1.134,0.29439
criterion,15,1.47,0.28633
candidates,15,1.47,0.28633
pairs,15,1.47,0.28633
expensive,15,1.47,0.28633
focusing,15,1.47,0.28633
rapid,15,1.47,0.28633
meaning,15,1.47,0.28633
options,15,1.47,0.28633
regular,15,1.47,0.28633
examine,15,1.47,0.28633
predicted,15,1.47,0.28633
stochastic,15,1.47,0.28633
iterative,13,1.693,0.28583
handle,13,1.693,0.28583
realistic,13,1.693,0.28583
reproduction,13,1.693,0.28583
sys,13,1.693,0.28583
express,13,1.693,0.28583
relevance,13,1.693,0.28583
meaningful,13,1.693,0.28583
box,13,1.693,0.28583
hydrogen,13,1.693,0.28583
interest,22,1.0,0.28568
recent,22,1.0,0.28568
previously,17,1.288,0.28426
whole,17,1.288,0.28426
statistical,17,1.288,0.28426
showed,17,1.288,0.28426
strategies,17,1.288,0.28426
demand,17,1.288,0.28426
slightly,17,1.288,0.28426
angle,17,1.288,0.28426
pixel,17,1.288,0.28426
tuning,11,1.981,0.28295
ultimately,11,1.981,0.28295
entry,11,1.981,0.28295
guidelines,11,1.981,0.28295
ation,11,1.981,0.28295
intensive,11,1.981,0.28295
progressive,11,1.981,0.28295
perspectives,11,1.981,0.28295
facilitate,11,1.981,0.28295
workflow,11,1.981,0.28295
descriptive,11,1.981,0.28295
act,11,1.981,0.28295
prototype,11,1.981,0.28295
separated,11,1.981,0.28295
analysed,11,1.981,0.28295
essence,11,1.981,0.28295
verify,11,1.981,0.28295
household,11,1.981,0.28295
comments,11,1.981,0.28295
detectors,11,1.981,0.28295
threats,11,1.981,0.28295
website,11,1.981,0.28295
acid,11,1.981,0.28295
instruct,7,3.079,0.27992
lacks,7,3.079,0.27992
hierarchy,7,3.079,0.27992
reflection,7,3.079,0.27992
visualize,7,3.079,0.27992
analyzer,7,3.079,0.27992
torso,7,3.079,0.27992
nat,7,3.079,0.27992
informational,7,3.079,0.27992
arrangement,7,3.079,0.27992
aller,7,3.079,0.27992
specifying,7,3.079,0.27992
remote,7,3.079,0.27992
formalized,7,3.079,0.27992
cybernetics,7,3.079,0.27992
ject,7,3.079,0.27992
descendant,7,3.079,0.27992
descendants,7,3.079,0.27992
subtypes,7,3.079,0.27992
reldown,7,3.079,0.27992
verbose,7,3.079,0.27992
rdf,7,3.079,0.27992
rdfs,7,3.079,0.27992
grams,7,3.079,0.27992
specialty,7,3.079,0.27992
bringing,7,3.079,0.27992
organize,7,3.079,0.27992
mistakes,7,3.079,0.27992
ordinate,7,3.079,0.27992
substitute,7,3.079,0.27992
encounter,7,3.079,0.27992
movement,7,3.079,0.27992
postgraduate,7,3.079,0.27992
telecommunication,7,3.079,0.27992
mechanics,7,3.079,0.27992
animation,7,3.079,0.27992
photography,7,3.079,0.27992
cable,7,3.079,0.27992
scholars,7,3.079,0.27992
financing,7,3.079,0.27992
delle,7,3.079,0.27992
therapy,7,3.079,0.27992
recherche,7,3.079,0.27992
bind,7,3.079,0.27992
assisting,7,3.079,0.27992
proficiency,7,3.079,0.27992
kinase,7,3.079,0.27992
oxygen,7,3.079,0.27992
apologize,7,3.079,0.27992
def,7,3.079,0.27992
phenotypes,7,3.079,0.27992
stranded,7,3.079,0.27992
tpr,7,3.079,0.27992
nvt,7,3.079,0.27992
magnetically,7,3.079,0.27992
polymeric,7,3.079,0.27992
subunits,7,3.079,0.27992
timewhitenoise,7,3.079,0.27992
weget,7,3.079,0.27992
sratio,7,3.079,0.27992
pyplot,7,3.079,0.27992
difference,19,1.134,0.27967
influence,19,1.134,0.27967
reason,19,1.134,0.27967
offer,19,1.134,0.27967
utilizes,9,2.386,0.27889
statements,9,2.386,0.27889
rigorous,9,2.386,0.27889
member,9,2.386,0.27889
unnecessary,9,2.386,0.27889
requests,9,2.386,0.27889
devel,9,2.386,0.27889
rigid,9,2.386,0.27889
struc,9,2.386,0.27889
edition,9,2.386,0.27889
expertise,9,2.386,0.27889
tax,9,2.386,0.27889
master,9,2.386,0.27889
job,9,2.386,0.27889
foreign,9,2.386,0.27889
domestic,9,2.386,0.27889
saved,9,2.386,0.27889
coordi,9,2.386,0.27889
determinants,9,2.386,0.27889
rectangle,9,2.386,0.27889
culture,9,2.386,0.27889
unable,9,2.386,0.27889
frame,9,2.386,0.27889
searches,9,2.386,0.27889
wealth,9,2.386,0.27889
chemists,9,2.386,0.27889
crystalline,9,2.386,0.27889
anion,9,2.386,0.27889
structural,16,1.288,0.26754
becomes,16,1.288,0.26754
depend,16,1.288,0.26754
variety,16,1.288,0.26754
play,16,1.288,0.26754
stability,16,1.288,0.26754
early,16,1.288,0.26754
move,14,1.47,0.26725
absolute,14,1.47,0.26725
mixed,14,1.47,0.26725
employ,14,1.47,0.26725
actions,14,1.47,0.26725
sense,14,1.47,0.26725
focuses,14,1.47,0.26725
root,14,1.47,0.26725
graphs,14,1.47,0.26725
weight,14,1.47,0.26725
origin,14,1.47,0.26725
mation,14,1.47,0.26725
combine,14,1.47,0.26725
ture,14,1.47,0.26725
memory,14,1.47,0.26725
growing,14,1.47,0.26725
recommendations,14,1.47,0.26725
nonlinear,14,1.47,0.26725
involve,14,1.47,0.26725
implications,14,1.47,0.26725
again,18,1.134,0.26495
beyond,18,1.134,0.26495
close,18,1.134,0.26495
statistics,18,1.134,0.26495
improves,12,1.693,0.26384
records,12,1.693,0.26384
difficulty,12,1.693,0.26384
utilize,12,1.693,0.26384
becoming,12,1.693,0.26384
consequences,12,1.693,0.26384
applicable,12,1.693,0.26384
started,12,1.693,0.26384
optimizing,12,1.693,0.26384
character,12,1.693,0.26384
offering,12,1.693,0.26384
vital,12,1.693,0.26384
widespread,12,1.693,0.26384
unified,12,1.693,0.26384
date,12,1.693,0.26384
combinations,12,1.693,0.26384
improvements,12,1.693,0.26384
plane,12,1.693,0.26384
numerous,12,1.693,0.26384
capacity,12,1.693,0.26384
diffusion,12,1.693,0.26384
symmetry,12,1.693,0.26384
ensemble,12,1.693,0.26384
dedicated,10,1.981,0.25722
paid,10,1.981,0.25722
editing,10,1.981,0.25722
adjust,10,1.981,0.25722
compact,10,1.981,0.25722
item,10,1.981,0.25722
connect,10,1.981,0.25722
country,10,1.981,0.25722
affordable,10,1.981,0.25722
photo,10,1.981,0.25722
height,10,1.981,0.25722
ray,10,1.981,0.25722
yellow,10,1.981,0.25722
followed,15,1.288,0.25082
widely,15,1.288,0.25082
avoid,15,1.288,0.25082
analyzing,15,1.288,0.25082
appears,15,1.288,0.25082
try,15,1.288,0.25082
gov,15,1.288,0.25082
heat,15,1.288,0.25082
randomly,15,1.288,0.25082
sub,17,1.134,0.25023
respective,17,1.134,0.25023
mainly,17,1.134,0.25023
combined,17,1.134,0.25023
net,17,1.134,0.25023
phase,17,1.134,0.25023
logical,13,1.47,0.24816
exhibit,13,1.47,0.24816
cal,13,1.47,0.24816
proper,13,1.47,0.24816
want,13,1.47,0.24816
quickly,13,1.47,0.24816
constraints,13,1.47,0.24816
ensures,13,1.47,0.24816
outcomes,13,1.47,0.24816
easier,13,1.47,0.24816
thereby,13,1.47,0.24816
convergence,13,1.47,0.24816
computation,13,1.47,0.24816
indicating,13,1.47,0.24816
exact,13,1.47,0.24816
coefficient,13,1.47,0.24816
comparative,13,1.47,0.24816
refine,8,2.386,0.2479
validating,8,2.386,0.2479
invalid,8,2.386,0.2479
reviews,8,2.386,0.2479
iteration,8,2.386,0.2479
reflective,8,2.386,0.2479
refined,8,2.386,0.2479
integrate,8,2.386,0.2479
interfaces,8,2.386,0.2479
desktop,8,2.386,0.2479
actors,8,2.386,0.2479
directed,8,2.386,0.2479
neg,8,2.386,0.2479
accordance,8,2.386,0.2479
registration,8,2.386,0.2479
entered,8,2.386,0.2479
satisfies,8,2.386,0.2479
classroom,8,2.386,0.2479
barriers,8,2.386,0.2479
elementary,8,2.386,0.2479
scans,8,2.386,0.2479
lung,8,2.386,0.2479
physicists,8,2.386,0.2479
peptides,8,2.386,0.2479
atomization,8,2.386,0.2479
bonds,8,2.386,0.2479
never,11,1.693,0.24185
break,11,1.693,0.24185
paradigm,11,1.693,0.24185
match,11,1.693,0.24185
usage,11,1.693,0.24185
utilizing,11,1.693,0.24185
leverage,11,1.693,0.24185
extra,11,1.693,0.24185
tem,11,1.693,0.24185
possibilities,11,1.693,0.24185
targeted,11,1.693,0.24185
coupled,11,1.693,0.24185
availability,11,1.693,0.24185
horizontal,11,1.693,0.24185
protocols,11,1.693,0.24185
somewhat,11,1.693,0.24185
variant,11,1.693,0.24185
unknown,11,1.693,0.24185
translation,11,1.693,0.24185
greatly,11,1.693,0.24185
reproduce,11,1.693,0.24185
constants,11,1.693,0.24185
reconstruction,11,1.693,0.24185
reliable,11,1.693,0.24185
species,11,1.693,0.24185
nitrogen,11,1.693,0.24185
predicts,11,1.693,0.24185
spark,6,3.079,0.23993
biorxiv,6,3.079,0.23993
inspiration,6,3.079,0.23993
codification,6,3.079,0.23993
codings,6,3.079,0.23993
justify,6,3.079,0.23993
child,6,3.079,0.23993
volunteering,6,3.079,0.23993
approval,6,3.079,0.23993
pieces,6,3.079,0.23993
observer,6,3.079,0.23993
entertainment,6,3.079,0.23993
adaptability,6,3.079,0.23993
transforming,6,3.079,0.23993
retrieval,6,3.079,0.23993
formalization,6,3.079,0.23993
esc,6,3.079,0.23993
downloading,6,3.079,0.23993
flex,6,3.079,0.23993
strings,6,3.079,0.23993
productive,6,3.079,0.23993
thing,6,3.079,0.23993
jects,6,3.079,0.23993
roots,6,3.079,0.23993
determinators,6,3.079,0.23993
categorized,6,3.079,0.23993
repeating,6,3.079,0.23993
synthesizing,6,3.079,0.23993
sional,6,3.079,0.23993
perceive,6,3.079,0.23993
manifestations,6,3.079,0.23993
educa,6,3.079,0.23993
safe,6,3.079,0.23993
communicative,6,3.079,0.23993
competence,6,3.079,0.23993
professionals,6,3.079,0.23993
carrying,6,3.079,0.23993
motivational,6,3.079,0.23993
awarded,6,3.079,0.23993
scenes,6,3.079,0.23993
porous,6,3.079,0.23993
distortions,6,3.079,0.23993
rectangular,6,3.079,0.23993
justification,6,3.079,0.23993
searching,6,3.079,0.23993
rozvytku,6,3.079,0.23993
informatyzatsii,6,3.079,0.23993
naukovykh,6,3.079,0.23993
dollars,6,3.079,0.23993
players,6,3.079,0.23993
laboratories,6,3.079,0.23993
supernova,6,3.079,0.23993
superiority,6,3.079,0.23993
warfare,6,3.079,0.23993
wars,6,3.079,0.23993
tip,6,3.079,0.23993
techfore,6,3.079,0.23993
citation,6,3.079,0.23993
rtic,6,3.079,0.23993
boson,6,3.079,0.23993
politika,6,3.079,0.23993
dimethylamino,6,3.079,0.23993
kinases,6,3.079,0.23993
membered,6,3.079,0.23993
methoxy,6,3.079,0.23993
acetylindole,6,3.079,0.23993
cellular,6,3.079,0.23993
destinations,6,3.079,0.23993
hallucinations,6,3.079,0.23993
antisymmetry,6,3.079,0.23993
silicon,6,3.079,0.23993
metastable,6,3.079,0.23993
rna,6,3.079,0.23993
pretraining,6,3.079,0.23993
openbabel,6,3.079,0.23993
sdf,6,3.079,0.23993
bondlength,6,3.079,0.23993
couplings,6,3.079,0.23993
perovskite,6,3.079,0.23993
dielectric,6,3.079,0.23993
synthesizability,6,3.079,0.23993
statereaction,6,3.079,0.23993
calcination,6,3.079,0.23993
semiconductors,6,3.079,0.23993
phononinteraction,6,3.079,0.23993
lowtemperature,6,3.079,0.23993
hightemperature,6,3.079,0.23993
demonstrate,16,1.134,0.23551
overview,16,1.134,0.23551
limit,16,1.134,0.23551
reduce,16,1.134,0.23551
advantage,16,1.134,0.23551
stable,16,1.134,0.23551
strength,16,1.134,0.23551
implemented,14,1.288,0.2341
spectrum,18,1.0,0.23374
presenting,9,1.981,0.2315
company,9,1.981,0.2315
simplest,9,1.981,0.2315
explains,9,1.981,0.2315
roles,9,1.981,0.2315
completeness,9,1.981,0.2315
achieving,9,1.981,0.2315
bring,9,1.981,0.2315
accessibility,9,1.981,0.2315
meet,9,1.981,0.2315
leveraging,9,1.981,0.2315
noting,9,1.981,0.2315
cation,9,1.981,0.2315
dates,9,1.981,0.2315
specify,9,1.981,0.2315
accompanied,9,1.981,0.2315
infor,9,1.981,0.2315
sector,9,1.981,0.2315
examination,9,1.981,0.2315
operator,9,1.981,0.2315
collecting,9,1.981,0.2315
accu,9,1.981,0.2315
perception,9,1.981,0.2315
saving,9,1.981,0.2315
download,9,1.981,0.2315
shading,9,1.981,0.2315
game,9,1.981,0.2315
detector,9,1.981,0.2315
consensus,9,1.981,0.2315
metrics,12,1.47,0.22907
learned,12,1.47,0.22907
argue,12,1.47,0.22907
situation,12,1.47,0.22907
precise,12,1.47,0.22907
recently,12,1.47,0.22907
element,12,1.47,0.22907
potentially,12,1.47,0.22907
manner,12,1.47,0.22907
add,12,1.47,0.22907
html,12,1.47,0.22907
optimized,12,1.47,0.22907
organized,12,1.47,0.22907
optimize,12,1.47,0.22907
ments,12,1.47,0.22907
mod,12,1.47,0.22907
interested,12,1.47,0.22907
popular,12,1.47,0.22907
cycle,12,1.47,0.22907
air,12,1.47,0.22907
efficiently,12,1.47,0.22907
temperatures,12,1.47,0.22907
derived,15,1.134,0.22079
variation,15,1.134,0.22079
distinct,15,1.134,0.22079
continuous,15,1.134,0.22079
mechanism,15,1.134,0.22079
equivalent,15,1.134,0.22079
underlying,17,1.0,0.22076
validated,10,1.693,0.21987
aware,10,1.693,0.21987
man,10,1.693,0.21987
reliability,10,1.693,0.21987
recorded,10,1.693,0.21987
policies,10,1.693,0.21987
consuming,10,1.693,0.21987
sophisticated,10,1.693,0.21987
phases,10,1.693,0.21987
assessing,10,1.693,0.21987
latest,10,1.693,0.21987
cor,10,1.693,0.21987
finite,10,1.693,0.21987
modify,10,1.693,0.21987
occurs,10,1.693,0.21987
removed,10,1.693,0.21987
employment,10,1.693,0.21987
complicated,10,1.693,0.21987
million,10,1.693,0.21987
reasons,10,1.693,0.21987
family,10,1.693,0.21987
easily,13,1.288,0.21738
differ,13,1.288,0.21738
seems,13,1.288,0.21738
tested,13,1.288,0.21738
idea,13,1.288,0.21738
reach,13,1.288,0.21738
suggesting,13,1.288,0.21738
constructing,13,1.288,0.21738
mechanisms,13,1.288,0.21738
consistency,13,1.288,0.21738
explicitly,13,1.288,0.21738
distributed,13,1.288,0.21738
frequency,13,1.288,0.21738
course,13,1.288,0.21738
normal,13,1.288,0.21738
normalized,13,1.288,0.21738
entific,7,2.386,0.21691
tuned,7,2.386,0.21691
bio,7,2.386,0.21691
experimentation,7,2.386,0.21691
spend,7,2.386,0.21691
incrementally,7,2.386,0.21691
annotation,7,2.386,0.21691
something,7,2.386,0.21691
establishing,7,2.386,0.21691
opening,7,2.386,0.21691
awareness,7,2.386,0.21691
transferability,7,2.386,0.21691
worked,7,2.386,0.21691
gener,7,2.386,0.21691
cutting,7,2.386,0.21691
facilitating,7,2.386,0.21691
graphical,7,2.386,0.21691
board,7,2.386,0.21691
utilised,7,2.386,0.21691
visualization,7,2.386,0.21691
deter,7,2.386,0.21691
modifications,7,2.386,0.21691
cope,7,2.386,0.21691
completed,7,2.386,0.21691
realism,7,2.386,0.21691
segments,7,2.386,0.21691
theorem,7,2.386,0.21691
shadows,7,2.386,0.21691
tracking,7,2.386,0.21691
rewards,7,2.386,0.21691
pillar,7,2.386,0.21691
weaknesses,7,2.386,0.21691
benzene,7,2.386,0.21691
isolation,7,2.386,0.21691
dipole,7,2.386,0.21691
integrator,7,2.386,0.21691
crystals,7,2.386,0.21691
oxide,7,2.386,0.21691
daily,11,1.47,0.20998
concerns,11,1.47,0.20998
definitions,11,1.47,0.20998
defining,11,1.47,0.20998
hierarchical,11,1.47,0.20998
missing,11,1.47,0.20998
tional,11,1.47,0.20998
automatically,11,1.47,0.20998
curves,11,1.47,0.20998
